index,amenity college,amenity school,amenity university,building school,building university,craft,amenity kindergarten,building retail,amenity marketplace,shop bakery,shop beverages,shop butcher,shop convenience,shop greengrocer,shop department_store,shop mall,shop supermarket,shop clothes,shop shoes,shop garden_centre,shop doityourself,shop hardware,amenity clinic,amenity doctors,amenity pharmacy,amenity post_office,building hospital,amenity bar,amenity biergarten,amenity cafe,amenity pub,amenity arts_centre,amenity cinema,amenity community_centre,amenity events_venue,amenity nightclub,amenity theatre,amenity public_bath,leisure beach_resort,leisure marina,leisure nature_reserve,leisure park,leisure sports_centre,leisure stadium,leisure swimming_pool,leisure water_park,tourism aquarium,tourism attraction,tourism camp_site,tourism caravan_site,tourism hostel,tourism hotel,tourism theme_park,tourism zoo,water lake
10010000,3,40,2,73,37,39,65,97,2,46,5,4,15,4,3,6,43,93,23,1,4,0,2,45,18,10,0,4,2,48,40,7,2,10,4,3,5,0,0,11,1,47,19,3,6,1,0,4,0,3,5,16,0,1,0
10020000,7,71,7,212,123,103,97,337,4,105,5,8,23,4,6,6,104,110,27,2,12,6,9,124,59,29,75,38,3,102,57,6,7,18,8,11,8,0,0,13,4,141,85,3,8,0,1,5,2,5,3,40,0,5,5
10030000,8,94,5,147,30,138,171,253,9,98,13,13,39,4,3,14,103,149,28,7,12,6,7,103,42,82,40,28,12,100,85,11,3,21,3,5,20,0,0,35,10,129,91,2,29,5,0,14,6,9,5,73,1,0,5
10040000,0,34,0,119,0,15,16,63,1,25,6,3,1,1,4,5,36,62,14,3,5,3,1,9,24,5,19,0,3,18,11,1,1,4,0,1,3,0,0,1,4,38,14,2,5,0,0,20,1,1,3,9,0,2,4
10510011,1,5,0,6,0,19,12,6,1,5,1,0,2,0,1,1,5,7,4,1,1,0,0,10,3,3,1,1,0,3,5,0,1,2,0,0,1,0,0,2,0,3,6,1,2,2,0,0,1,2,0,5,0,0,2
10510044,0,12,1,10,1,18,11,38,1,15,1,1,6,1,1,1,11,15,4,1,3,1,0,27,5,3,21,5,0,7,7,0,1,6,0,2,3,0,0,0,0,4,5,2,1,1,0,2,0,1,1,1,0,0,0
10515163,0,7,0,9,0,25,12,11,2,9,1,1,0,0,0,0,7,1,0,1,2,0,0,9,2,3,0,0,0,5,4,1,0,10,1,1,1,0,0,0,2,10,15,2,4,2,0,1,4,1,0,4,0,0,0
10515166,0,5,0,10,0,20,8,4,1,8,1,2,0,0,0,1,7,6,0,1,2,0,0,6,3,2,0,0,0,5,12,1,0,6,0,0,0,0,1,1,1,5,7,0,1,0,0,3,1,5,0,8,0,0,0
10515169,0,6,0,11,0,9,8,1,0,7,0,1,2,0,0,0,5,1,0,0,0,0,0,5,3,3,0,0,0,5,5,0,0,8,0,0,0,0,0,2,7,0,6,0,8,5,0,0,5,1,0,4,0,0,1
10515172,0,8,0,5,0,24,8,18,1,5,0,0,1,0,0,0,4,4,2,0,0,1,0,4,0,3,0,0,0,3,4,0,0,4,1,0,0,0,0,0,5,4,6,0,6,2,0,0,0,0,0,3,0,0,0
10515175,1,18,0,17,0,52,17,6,2,12,3,2,5,0,0,0,10,7,2,1,2,0,0,19,4,7,0,0,1,9,9,2,1,16,3,0,2,0,4,2,4,13,17,1,9,3,0,1,3,3,1,4,0,0,0
10515178,0,5,0,7,0,10,5,17,2,10,0,0,2,0,1,0,10,22,6,1,1,1,0,2,3,1,0,4,2,13,6,1,0,8,1,0,0,0,9,0,3,3,10,0,3,2,1,3,11,2,2,28,1,0,2
10530032,0,10,0,13,0,7,14,27,1,12,3,1,2,0,1,2,16,9,6,0,3,0,4,10,6,3,6,3,0,16,5,0,1,3,0,0,2,0,0,5,5,7,13,0,5,1,0,2,0,1,1,6,0,0,0
10530083,0,3,0,4,0,10,5,16,1,5,1,0,0,1,1,0,6,4,0,0,1,0,1,7,3,3,0,0,0,5,2,0,0,2,1,0,1,0,0,2,2,1,5,0,5,0,0,3,0,1,2,4,0,0,0
10530090,0,8,0,14,0,3,10,23,1,13,2,1,1,1,1,0,12,12,4,1,1,0,1,3,4,2,1,3,2,7,2,1,1,3,0,1,0,0,0,2,2,5,7,1,0,2,1,17,1,1,1,10,0,1,2
10530100,0,9,0,4,0,3,3,20,0,5,1,2,2,0,0,0,10,4,1,1,1,1,0,5,5,1,2,1,4,7,3,0,1,1,1,0,0,0,0,9,3,8,3,0,1,1,0,2,4,1,2,2,0,0,4
10530116,0,7,0,6,0,5,9,11,1,8,0,1,2,0,0,1,8,6,3,0,2,0,1,7,4,1,1,0,0,4,2,0,1,3,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,2,0,0,0
10530129,0,4,0,5,0,2,3,10,0,4,1,0,0,0,0,1,6,2,2,1,1,1,0,0,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,1
10535308,0,2,0,1,0,3,5,7,0,3,1,1,1,0,1,0,2,0,0,3,0,0,0,1,1,1,0,1,1,3,1,0,0,2,0,0,0,0,0,0,1,9,2,0,0,0,0,0,1,0,0,0,0,0,0
10535313,0,1,0,1,0,0,2,4,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,4,0,3,0,0,0,1,0,0,1,0,0,0
10535318,0,4,0,5,0,5,5,15,1,9,1,3,4,0,0,0,4,2,1,0,1,1,0,7,2,1,1,0,0,4,3,1,0,2,0,0,0,0,0,3,9,1,2,1,6,1,0,1,9,0,1,0,0,0,10
10535323,0,4,0,5,0,6,12,4,0,6,1,2,2,1,0,0,5,0,0,2,0,0,0,3,4,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,11,13,0,4,0,0,2,0,0,0,5,0,0,3
10535343,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,1,2,0,2,1,0,0,3,0,0,2,0,1,0
10535358,0,3,0,5,0,3,7,9,0,3,2,1,2,0,0,0,2,2,0,3,0,0,0,6,1,3,1,0,7,12,0,0,0,8,0,0,2,0,0,1,19,3,7,0,3,3,0,5,10,0,4,7,0,0,10
10535373,0,2,0,0,0,4,6,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,3,5,0,5,0,0,0,0,0,1,7,0,0,3
10535391,0,2,0,4,0,2,9,0,1,5,1,2,2,0,0,0,3,1,1,0,0,0,0,2,2,2,0,0,1,5,1,0,0,5,0,0,0,0,0,0,5,5,7,0,2,1,0,0,3,0,2,1,0,0,3
10539105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
10540033,0,6,0,0,0,2,3,2,1,2,0,1,0,0,0,0,4,2,1,0,1,1,1,1,1,1,1,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,3,1,2,1,5,0,0,0
10540056,2,16,0,37,0,35,7,25,1,18,4,2,3,1,1,1,21,42,10,1,8,1,1,21,5,3,9,1,1,15,11,3,1,1,0,0,0,0,1,1,2,7,19,0,2,0,0,54,1,2,5,10,0,0,0
10540108,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10540138,0,3,0,2,0,2,3,15,0,2,0,0,1,0,0,0,4,2,1,0,0,0,0,4,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3,2,2,0,2,1,0,4,2,2,2,10,1,0,6
10540168,0,5,0,8,0,36,8,73,1,16,4,3,7,0,2,0,13,99,10,0,3,1,0,14,3,2,19,13,7,26,10,2,1,3,1,1,2,0,0,2,7,8,7,1,4,2,1,7,5,0,3,49,0,1,0
10545417,0,9,0,13,0,3,1,55,1,15,2,1,1,0,1,0,8,27,3,0,3,0,1,6,3,2,1,0,1,20,1,3,2,1,0,0,0,0,0,0,2,9,4,0,1,1,0,3,9,3,11,37,0,1,1
10545439,0,1,0,1,0,2,3,20,0,8,2,0,2,0,0,3,3,9,1,0,0,0,0,1,2,2,0,3,2,8,0,2,0,1,0,1,1,0,2,0,9,7,4,0,7,0,0,4,6,1,6,20,0,0,0
10545453,0,2,0,2,0,1,5,1,0,3,1,1,4,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,3,0,6,1,0,0,0,0,0,2,0,0,0
10545459,0,3,0,3,0,3,1,10,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,3,11,0,0,3,4,0,0,0,0,10,2,1,0,1,0,0,1,0,2,2,0,2,8,0,0,0
10545488,0,6,0,5,0,22,4,56,2,15,2,4,4,2,0,0,11,41,6,1,2,1,0,5,5,4,13,5,4,35,9,0,2,9,1,2,0,0,2,4,4,13,10,0,2,2,0,8,3,1,8,36,0,4,3
10545489,1,21,0,31,0,40,21,47,0,19,1,6,7,1,3,0,30,16,2,3,4,0,0,9,8,5,1,1,1,12,4,1,2,8,0,1,1,0,3,1,13,23,15,1,15,2,0,3,6,8,3,19,0,0,14
10545492,0,10,0,7,0,16,9,5,0,10,0,1,6,0,0,0,7,1,0,0,0,0,0,6,5,3,0,0,2,8,1,2,0,6,0,1,2,1,4,1,5,6,7,0,6,1,0,8,7,5,0,10,0,0,4
10545494,1,8,0,24,0,19,8,14,0,14,4,5,3,0,1,0,7,5,3,3,3,0,1,6,3,3,3,0,1,11,3,1,0,8,1,0,1,0,0,0,5,3,12,1,8,1,0,1,0,2,0,9,0,0,1
10550001,0,1,0,4,0,23,5,7,0,4,1,0,2,0,0,0,4,2,0,1,0,0,0,5,2,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,8,0,0,0,0,0,1,0,0,1,0,0,1
10550004,0,10,0,10,0,5,5,5,1,6,1,2,5,0,1,1,7,4,2,0,1,0,1,8,5,7,3,1,1,2,0,0,1,6,0,0,1,0,0,5,1,4,10,0,0,0,0,1,0,1,0,1,0,0,1
10550007,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,4,2,0,0,3,0,0,2
10550010,0,0,0,0,0,0,0,37,0,3,0,0,1,0,0,0,2,9,0,0,0,0,0,1,0,0,1,2,0,8,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,1,4,0,0,0
10550012,2,17,0,10,0,11,6,41,1,12,1,0,2,1,1,0,14,13,4,1,5,0,0,10,8,4,4,1,0,7,1,0,2,2,1,0,1,0,0,2,0,10,13,0,0,1,0,3,1,2,0,5,0,0,4
10550016,0,3,0,6,0,4,2,24,0,8,1,3,2,1,0,1,4,12,4,0,1,1,0,3,2,2,0,1,1,18,2,0,1,0,0,0,0,0,0,1,2,7,4,0,0,1,0,3,13,3,1,13,0,1,0
10550018,0,1,0,0,0,2,1,3,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0
10550021,0,2,0,4,0,3,1,63,0,5,1,0,1,0,1,0,9,21,3,0,2,0,0,9,4,0,33,4,1,5,4,0,0,2,0,0,0,0,0,4,1,8,3,0,0,0,0,2,0,2,0,12,0,0,1
10550025,0,0,0,0,0,1,2,13,0,2,1,1,2,0,2,0,1,8,1,0,0,0,0,0,0,1,0,1,0,9,2,0,0,1,0,0,0,0,0,0,0,9,3,0,1,0,0,0,1,0,0,5,0,1,0
10550028,0,5,0,5,0,3,3,9,0,4,0,0,0,0,0,0,4,6,0,0,0,1,0,3,3,1,6,3,0,7,2,0,0,0,0,0,1,0,0,1,0,9,4,0,3,2,0,9,2,1,2,12,0,1,17
10550032,1,6,0,18,0,17,11,33,1,8,1,1,2,0,1,1,14,11,3,0,1,0,1,24,4,12,5,5,7,15,2,1,1,6,0,1,0,0,1,2,15,5,7,0,1,0,0,1,10,2,0,9,0,0,0
10550033,1,5,0,29,0,18,12,24,2,6,1,1,2,1,2,1,9,10,5,1,3,1,0,14,5,5,9,0,0,3,2,1,1,2,1,1,1,0,0,0,4,8,9,0,0,0,0,1,1,1,0,2,0,0,0
10550035,0,4,0,8,0,9,7,5,0,7,1,1,0,0,0,0,6,0,0,1,1,1,0,2,3,3,0,0,0,6,2,0,0,2,0,0,0,0,0,0,5,3,5,0,1,1,0,1,0,0,0,3,1,0,5
10550040,0,4,0,6,0,6,6,2,0,6,2,1,2,0,0,0,6,4,3,1,0,0,0,2,4,7,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,5,6,0,0,0,0,1,0,0,0,2,0,0,0
10550041,0,1,0,0,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,4,0,0,0,1,0,1,0,0,0,7
10550042,0,6,0,10,0,5,4,29,1,6,2,0,1,0,0,0,4,23,2,0,0,0,1,8,2,4,0,4,5,14,1,1,0,2,0,0,0,0,1,1,1,9,8,0,3,0,0,2,0,1,1,39,1,1,1
10550044,0,4,0,2,0,4,6,24,0,10,1,0,2,2,1,0,6,19,0,4,2,0,0,3,3,4,0,6,3,18,2,2,0,2,0,0,0,2,0,0,3,11,10,0,8,2,0,1,4,2,2,11,0,0,3
10550046,0,6,0,5,0,16,4,58,0,13,2,1,6,1,3,0,18,32,3,3,1,0,2,12,3,3,1,8,7,31,5,0,1,3,4,1,0,0,1,1,7,6,8,0,3,1,1,3,20,15,4,14,1,1,1
10555543,0,6,0,10,0,7,3,23,0,4,0,0,7,0,0,0,6,0,0,0,0,1,0,1,0,1,2,4,5,11,5,0,0,1,0,0,1,0,3,6,4,14,5,0,2,3,0,14,18,4,0,5,2,2,1
10555546,3,3,0,13,0,18,3,10,1,4,1,3,1,0,0,0,5,1,0,0,0,0,0,4,2,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,1,6,3,1,3,1,0,0,0,2,0,1,0,0,0
10555591,0,1,0,0,0,3,2,11,1,2,0,1,1,0,0,0,2,2,0,1,1,0,0,3,1,3,0,0,2,6,0,1,0,1,0,0,2,0,0,0,4,7,9,0,0,1,0,3,11,5,0,5,1,0,7
10560002,0,6,0,3,0,3,5,0,0,5,0,0,0,0,0,0,6,5,2,0,2,0,0,0,2,2,0,1,0,3,1,0,0,1,0,0,1,1,0,0,0,2,10,0,0,1,0,4,1,2,1,1,0,0,1
10560005,0,3,0,6,0,11,2,16,0,4,2,1,0,1,0,0,3,0,0,2,0,0,0,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
10560015,0,21,1,40,8,22,18,116,1,21,3,1,4,2,2,3,27,30,6,2,5,2,1,33,14,12,6,2,1,18,8,0,1,2,0,2,3,0,0,2,0,20,20,1,4,1,0,2,0,1,0,5,0,0,2
10560018,1,6,0,6,0,6,8,17,1,3,0,1,1,0,0,0,4,3,1,1,1,0,0,3,3,5,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,1,0,0,2
10560021,0,1,0,2,0,0,3,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,0,0
10560025,0,1,0,11,0,3,1,20,0,2,2,0,5,0,0,0,3,13,2,0,0,0,0,3,1,1,1,2,0,6,9,0,0,1,1,0,0,0,2,1,2,4,2,1,3,0,0,11,1,0,1,24,0,0,0
10560039,0,15,0,15,0,2,12,31,0,12,3,0,2,0,1,1,17,10,2,1,1,1,1,18,10,3,9,4,0,2,3,0,0,3,0,0,0,0,0,1,0,20,9,0,1,1,0,1,0,0,0,4,0,0,2
10560041,0,10,0,19,0,12,9,71,1,8,3,3,3,1,0,0,11,5,1,0,2,2,0,7,6,10,0,1,0,6,2,1,1,7,0,1,0,0,0,0,1,7,11,0,14,1,0,3,0,0,1,6,0,0,4
10560043,0,3,0,3,0,3,3,25,1,2,1,0,1,0,0,0,4,0,0,2,3,0,0,1,3,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,7,1,2,0,0,0,0,0,0,3,0,0,0
10560044,1,7,0,2,0,7,2,17,2,8,0,1,0,0,1,1,8,4,0,1,1,1,0,5,5,2,0,0,0,5,3,0,0,0,0,1,1,0,0,0,0,13,4,0,1,0,0,0,1,0,0,2,0,0,0
10560048,0,6,0,6,0,3,7,6,0,6,1,1,1,0,0,2,5,1,0,1,0,0,0,0,3,1,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,2,0,0,0,0,0,0,0
10560049,0,6,0,11,0,3,7,4,1,10,1,2,2,0,1,0,8,10,4,0,1,0,0,0,7,1,0,0,0,8,2,1,1,3,0,0,0,0,0,2,1,4,11,0,0,0,0,0,0,1,0,5,0,0,4
10560050,1,9,1,13,3,8,14,22,2,11,2,2,1,2,1,0,16,8,3,1,1,0,0,17,7,6,2,3,0,9,2,0,0,4,0,1,2,0,0,2,4,3,5,0,4,1,0,6,0,1,0,5,0,1,4
10565616,0,5,0,9,0,9,6,7,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,2,0,0,0,0,0,3,3,12,5,0,0,0,0,9,0,0,0,1,0,0,5
10565636,0,1,0,2,0,6,1,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0
10565660,1,5,0,5,0,4,8,0,0,3,2,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,3,4,0,6,0,0,49,0,0,0,2,0,0,2
10565687,0,6,0,3,0,6,5,11,0,3,2,2,0,0,0,0,2,2,0,1,0,0,0,1,2,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4,11,0,9,0,0,0,0,0,0,3,0,0,1
10565690,0,8,0,4,0,4,14,13,0,8,0,1,1,1,0,0,5,0,0,3,0,0,0,6,4,4,0,0,0,8,0,0,0,4,0,0,1,0,0,6,4,2,11,0,3,0,0,5,0,0,0,4,0,0,116
10570001,0,1,0,2,0,3,2,2,0,1,0,2,1,0,0,0,2,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,1,0,9,0,0,1,2,0,0,2,0,0,1
10570008,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10570009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,3,1,0,1,0,0,5
10570057,1,5,0,11,0,2,6,10,0,3,2,0,0,0,0,0,5,7,3,0,1,0,0,7,2,0,0,1,0,8,4,0,1,2,0,0,0,0,1,6,2,8,4,0,2,1,0,3,4,3,1,3,0,0,8
10570062,2,9,0,15,0,6,9,15,1,10,2,3,2,0,0,0,8,7,3,0,1,0,0,10,3,3,3,1,0,6,2,1,1,1,0,0,0,0,0,1,1,11,9,1,2,0,0,0,1,1,0,2,0,0,1
10570091,0,4,0,13,0,3,8,27,1,7,0,0,0,1,2,1,5,10,4,0,3,0,1,6,4,3,1,0,0,2,0,0,0,4,1,1,0,0,0,0,1,6,5,1,3,0,0,1,0,0,0,2,0,1,2
10575727,0,7,0,13,0,8,8,10,0,9,0,2,3,1,0,0,8,4,0,1,0,1,1,5,3,0,0,3,2,17,2,0,1,1,0,0,0,0,0,1,7,13,2,0,1,0,0,5,15,5,0,16,1,2,18
10575739,0,0,0,0,0,4,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,6,5,2,0,2,0,0,1,4,0,0,4,0,0,7
10575747,0,3,0,8,0,8,7,6,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,5,8,3,0,1,0,0,1,1,0,1,1,0,1,3
10575755,0,4,0,20,0,20,12,46,0,21,2,4,5,0,1,0,14,8,3,2,3,3,0,13,4,5,0,0,0,25,4,0,1,8,2,0,2,0,0,6,4,22,5,0,0,0,0,8,10,4,3,14,0,1,2
10575775,0,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,2,12,2,0,3,0,0,0,2,0,0,1,0,0,3
10575782,1,6,0,4,0,6,12,12,0,9,0,3,0,1,0,0,5,1,1,1,1,0,0,6,6,1,0,0,1,7,0,0,0,0,0,0,1,0,0,2,2,14,8,0,4,1,0,1,1,0,0,1,0,0,1
10575785,0,5,0,4,0,5,5,3,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,5,0,0,2,0,0,0,2,0,0,2,0,0,7
10580005,0,4,1,14,0,1,5,6,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,1
10580034,0,3,0,4,0,4,5,17,0,3,1,0,0,0,0,1,7,6,0,0,2,0,1,1,4,0,0,1,0,4,1,0,0,1,0,0,0,0,0,1,0,6,2,0,2,1,0,0,0,0,0,2,0,0,0
10580043,1,13,0,13,0,12,12,39,2,18,2,0,6,1,1,1,13,50,6,0,2,0,0,14,6,3,0,1,0,19,7,2,1,4,0,0,1,0,0,2,0,14,10,0,0,1,0,4,0,2,2,8,0,0,2
10580092,1,5,0,7,0,2,3,30,0,5,1,1,0,0,0,0,5,3,0,1,2,0,1,15,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,0,0
10580135,7,22,0,13,0,6,12,40,1,8,1,0,5,1,2,1,16,16,4,2,4,1,1,6,7,3,6,2,0,10,5,3,2,2,0,1,1,0,0,4,1,14,11,0,4,0,0,2,0,3,1,9,0,0,0
10580169,0,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,3,0,2,0,0,0,1,0,0,0,0,0,1
10585803,1,5,0,6,0,8,7,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,3,8,4,0,2,0,0,1,2,0,2,2,0,0,2
10585822,0,4,0,1,0,1,5,15,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,2,4,3,1,0,0,0,0,7,1,2,3,0,0,0
10585824,1,7,0,5,0,15,17,5,0,7,1,1,2,1,0,0,5,3,1,4,1,1,0,10,2,2,0,0,0,8,1,0,0,2,0,0,1,0,0,0,1,3,5,0,3,0,0,25,1,1,0,1,0,2,0
10585830,0,1,0,5,0,3,2,7,0,3,0,0,0,0,1,0,3,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,1,0,0,0,0,0
10585833,0,4,0,8,0,2,5,12,0,3,0,1,1,0,0,0,3,0,0,0,1,0,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,5,1,0,0,0,0,0,6,0,0,0
10585847,0,5,0,0,0,14,7,3,0,3,1,1,0,0,0,0,3,0,0,1,0,0,0,4,1,1,0,0,1,4,0,0,0,5,0,0,0,0,0,3,2,4,7,0,3,0,0,1,2,1,0,2,0,0,2
10585853,0,2,0,1,0,13,5,1,0,3,0,0,1,0,0,0,6,1,0,0,0,0,0,1,2,3,0,0,0,1,1,0,0,3,1,0,0,0,0,0,2,2,5,0,3,0,0,0,0,1,0,1,0,0,1
10585859,0,2,0,7,0,9,5,6,0,4,1,0,1,0,0,0,2,0,0,1,0,0,0,3,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,12,5,0,0,0,0,0,0,0,0,2,1,1,2
10585864,0,8,0,17,0,5,11,14,0,5,1,0,1,2,0,0,10,2,1,2,3,0,0,2,3,0,0,0,0,6,1,1,0,4,2,0,0,0,0,0,4,9,19,0,8,1,0,35,6,1,3,5,0,1,3
10585888,0,4,1,5,2,19,6,4,0,3,2,1,1,0,0,0,4,1,0,0,0,1,0,3,2,4,0,0,0,3,0,0,0,2,0,0,0,0,0,1,1,3,10,0,4,0,0,0,0,2,0,1,0,0,2
10585889,0,5,0,17,0,7,2,17,1,8,1,2,1,0,0,0,6,3,1,0,2,0,0,4,3,0,0,1,2,6,1,0,2,4,0,0,0,0,0,0,1,9,4,0,0,0,0,2,1,1,0,4,0,0,1
10585890,0,5,0,5,0,4,8,11,0,4,1,2,2,0,1,0,3,0,0,1,0,0,0,1,2,1,0,0,0,3,1,0,0,8,0,0,0,0,0,2,3,11,5,0,3,0,0,1,5,1,1,3,0,0,3
10585893,0,10,0,7,0,16,13,12,0,14,0,1,8,1,0,0,9,5,0,1,0,0,0,5,4,6,3,3,0,12,6,1,0,2,3,0,0,0,0,3,5,10,7,0,1,1,0,3,20,2,2,6,0,0,8
10585895,1,6,0,15,0,15,8,17,2,8,0,1,0,0,2,0,13,4,1,1,2,0,0,6,6,7,9,0,0,8,2,0,0,5,2,0,0,0,0,2,2,20,15,2,13,0,0,5,2,1,2,2,0,0,10
10590045,0,5,0,0,0,15,5,30,1,8,1,0,1,1,1,0,10,21,4,0,2,0,0,6,4,2,1,0,0,8,7,1,1,2,0,1,0,0,0,3,1,7,0,0,0,0,0,0,3,2,1,10,0,0,0
10590075,1,20,0,33,0,15,11,35,3,13,1,1,6,1,2,1,11,26,7,2,7,1,0,26,8,4,2,1,0,22,6,0,1,1,0,1,6,0,0,1,0,27,11,0,0,0,0,4,0,2,0,11,0,0,0
10590113,0,3,0,0,0,3,5,22,0,2,0,2,2,0,0,0,2,3,0,0,0,0,0,4,2,1,0,1,0,6,1,0,0,0,0,0,0,0,0,1,4,5,1,0,0,1,0,2,2,0,0,7,0,1,2
10590120,1,3,0,1,0,5,4,11,0,2,0,1,0,0,0,0,14,1,0,0,1,0,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0,3,0,0,3
10590183,0,5,0,2,0,2,5,6,0,2,0,0,0,0,0,0,6,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,0,0,2,1,0,3,0,0,0
10595912,0,3,0,6,0,2,5,6,0,4,0,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,4,1,0,0,4,0,0,3,0,0,0,4,7,2,0,1,1,0,0,0,0,1,2,0,0,2
10595915,0,2,0,0,0,3,3,11,0,3,1,0,2,0,1,1,3,1,0,0,0,0,0,5,1,2,0,0,1,4,0,0,0,0,0,1,1,0,0,3,2,2,0,1,1,2,0,0,2,1,1,2,0,0,2
